Name,Age,Position,Club Name,League Name,Market Value,Nationality,Profile URL
Philippe Sandler,"Feb 10, 1997 (28)",Centre-Back,NEC Nijmegen,Eredivisie,€2.30m,Netherlands / United States,https://www.transfermarkt.com/philippe-sandler/profil/spieler/340460
Iván Márquez,"Jun 9, 1994 (31)",Centre-Back,NEC Nijmegen,Eredivisie,€600k,Spain,https://www.transfermarkt.com/ivan-marquez/profil/spieler/296227
Bram Nuytinck,"May 4, 1990 (35)",Centre-Back,NEC Nijmegen,Eredivisie,€300k,Netherlands,https://www.transfermarkt.com/bram-nuytinck/profil/spieler/104597
Thomas Reinders,"Jan 11, 2004 (21)",Centre-Back,NEC Nijmegen,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/thomas-reinders/profil/spieler/694007
Calvin Verdonk,"Apr 26, 1997 (28)",Left-Back,NEC Nijmegen,Eredivisie,€2.50m,Indonesia / Netherlands,https://www.transfermarkt.com/calvin-verdonk/profil/spieler/258364
Thomas Ouwejan,"Sep 30, 1996 (28)",Left-Back,NEC Nijmegen,Eredivisie,€1.20m,Netherlands,https://www.transfermarkt.com/thomas-ouwejan/profil/spieler/241477
Bart van Rooij,"May 26, 2001 (24)",Right-Back,NEC Nijmegen,Eredivisie,€6.00m,Netherlands,https://www.transfermarkt.com/bart-van-rooij/profil/spieler/547499
Brayann Pereira,"May 21, 2003 (22)",Right-Back,NEC Nijmegen,Eredivisie,€1.00m,France / Congo,https://www.transfermarkt.com/brayann-pereira/profil/spieler/620317
Lefteris Lyratzis,"Feb 22, 2000 (25)",Right-Back,NEC Nijmegen,Eredivisie,€850k,Greece,https://www.transfermarkt.com/lefteris-lyratzis/profil/spieler/390125
D'Leanu Arts,"May 27, 2003 (22)",Right-Back,NEC Nijmegen,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/dleanu-arts/profil/spieler/625169
Yousri Sbai,"Aug 8, 2004 (20)",Right-Back,NEC Nijmegen,Eredivisie,-,Netherlands / Morocco,https://www.transfermarkt.com/yousri-sbai/profil/spieler/576096
Dirk Proper,"Feb 24, 2002 (23)",Defensive Midfield,NEC Nijmegen,Eredivisie,€3.00m,Netherlands,https://www.transfermarkt.com/dirk-proper/profil/spieler/485587
Mees Hoedemakers,"Feb 18, 1998 (27)",Defensive Midfield,NEC Nijmegen,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/mees-hoedemakers/profil/spieler/315233
Lasse Schöne,"May 27, 1986 (39)",Defensive Midfield,NEC Nijmegen,Eredivisie,€75k,Denmark,https://www.transfermarkt.com/lasse-schone/profil/spieler/34784
Kodai Sano,"Sep 25, 2003 (21)",Central Midfield,NEC Nijmegen,Eredivisie,€4.00m,Japan,https://www.transfermarkt.com/kodai-sano/profil/spieler/957544
Omar Jamil,"May 15, 2004 (21)",Central Midfield,NEC Nijmegen,Eredivisie,€50k,Netherlands / Suriname,https://www.transfermarkt.com/omar-jamil/profil/spieler/775048
Sami Ouaissa,"Oct 2, 2004 (20)",Attacking Midfield,NEC Nijmegen,Eredivisie,€1.50m,Netherlands / Morocco,https://www.transfermarkt.com/sami-ouaissa/profil/spieler/747016
Argyris Darelas,"Oct 16, 2003 (21)",Attacking Midfield,NEC Nijmegen,Eredivisie,€250k,Greece,https://www.transfermarkt.com/argyris-darelas/profil/spieler/814533
Kas de Wit,"Jul 26, 2003 (21)",Attacking Midfield,NEC Nijmegen,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/kas-de-wit/profil/spieler/576098
Başar Önal,"Jul 6, 2004 (20)",Left Winger,NEC Nijmegen,Eredivisie,€700k,Türkiye / Netherlands,https://www.transfermarkt.com/basar-onal/profil/spieler/864112
Luc Nieuwenhuijs,"Mar 1, 2007 (18)",Left Winger,NEC Nijmegen,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/luc-nieuwenhuijs/profil/spieler/1024696
Sontje Hansen,"May 18, 2002 (23)",Right Winger,NEC Nijmegen,Eredivisie,€4.00m,Netherlands / Curacao,https://www.transfermarkt.com/sontje-hansen/profil/spieler/485582
Rober González,"Jan 8, 2001 (24)",Right Winger,NEC Nijmegen,Eredivisie,€1.50m,Spain,https://www.transfermarkt.com/rober-gonzalez/profil/spieler/505675
Vito van Crooij,"Jan 29, 1996 (29)",Right Winger,NEC Nijmegen,Eredivisie,€1.50m,Netherlands,https://www.transfermarkt.com/vito-van-crooij/profil/spieler/312493
Lars Olden Larsen,"Sep 17, 1998 (26)",Right Winger,NEC Nijmegen,Eredivisie,€500k,Norway,https://www.transfermarkt.com/lars-olden-larsen/profil/spieler/432682
Koki Ogawa,"Aug 8, 1997 (27)",Centre-Forward,NEC Nijmegen,Eredivisie,€2.50m,Japan,https://www.transfermarkt.com/koki-ogawa/profil/spieler/351567
Kento Shiogai,"Mar 26, 2005 (20)",Centre-Forward,NEC Nijmegen,Eredivisie,€850k,Japan,https://www.transfermarkt.com/kento-shiogai/profil/spieler/1144627
Bryan Linssen,"Oct 8, 1990 (34)",Centre-Forward,NEC Nijmegen,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/bryan-linssen/profil/spieler/82410
Mattijs Branderhorst,"Dec 31, 1993 (31)",Goalkeeper,Fortuna Sittard,Eredivisie,€800k,Netherlands,https://www.transfermarkt.com/mattijs-branderhorst/profil/spieler/205128
Luuk Koopmans,"Nov 18, 1993 (31)",Goalkeeper,Fortuna Sittard,Eredivisie,€200k,Netherlands,https://www.transfermarkt.com/luuk-koopmans/profil/spieler/235108
Niels Martens,"May 7, 2004 (21)",Goalkeeper,Fortuna Sittard,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/niels-martens/profil/spieler/1148221
Ramazan Bayram,"Oct 12, 2004 (20)",Goalkeeper,Fortuna Sittard,Eredivisie,€25k,Belgium,https://www.transfermarkt.com/ramazan-bayram/profil/spieler/1029376
Rodrigo Guth,"Nov 10, 2000 (24)",Centre-Back,Fortuna Sittard,Eredivisie,€2.80m,Brazil / Germany,https://www.transfermarkt.com/rodrigo-guth/profil/spieler/492313
Shawn Adewoye,"Jun 29, 2000 (25)",Centre-Back,Fortuna Sittard,Eredivisie,€1.30m,Belgium / Nigeria,https://www.transfermarkt.com/shawn-adewoye/profil/spieler/358021
Syb van Ottele,"Feb 2, 2002 (23)",Centre-Back,Fortuna Sittard,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/syb-van-ottele/profil/spieler/485586
Darijo Grujcic,"May 19, 1999 (26)",Centre-Back,Fortuna Sittard,Eredivisie,€250k,Austria,https://www.transfermarkt.com/darijo-grujcic/profil/spieler/307769
Sofiane Et Taïbi,"Mar 2, 2004 (21)",Centre-Back,Fortuna Sittard,Eredivisie,-,Belgium,https://www.transfermarkt.com/sofiane-et-taibi/profil/spieler/707622
Jasper Dahlhaus,"Nov 27, 2001 (23)",Left-Back,Fortuna Sittard,Eredivisie,€1.00m,Netherlands,https://www.transfermarkt.com/jasper-dahlhaus/profil/spieler/576682
Daley Sinkgraven,"Jul 4, 1995 (29)",Left-Back,Fortuna Sittard,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/daley-sinkgraven/profil/spieler/215099
Mitchell Dijks,"Feb 9, 1993 (32)",Left-Back,Fortuna Sittard,Eredivisie,€600k,Netherlands,https://www.transfermarkt.com/mitchell-dijks/profil/spieler/187245
Ivo Pinto,"Jan 7, 1990 (35)",Right-Back,Fortuna Sittard,Eredivisie,€300k,Portugal,https://www.transfermarkt.com/ivo-pinto/profil/spieler/82281
Loreintz Rosier,"Aug 14, 1998 (26)",Defensive Midfield,Fortuna Sittard,Eredivisie,€900k,France,https://www.transfermarkt.com/loreintz-rosier/profil/spieler/586855
Tristan Schenkhuizen,"Jul 12, 2004 (20)",Defensive Midfield,Fortuna Sittard,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/tristan-schenkhuizen/profil/spieler/1135967
Abdurrahman Burak Sayin,"Aug 23, 2006 (18)",Midfielder,Fortuna Sittard,Eredivisie,-,Netherlands / Türkiye,https://www.transfermarkt.com/abdurrahman-burak-sayin/profil/spieler/1397259
Alhaji Bah,"Feb 9, 2008 (17)",Midfielder,Fortuna Sittard,Eredivisie,-,Netherlands,https://www.transfermarkt.com/alhaji-bah/profil/spieler/1406857
Edouard Michut,"Mar 4, 2003 (22)",Central Midfield,Fortuna Sittard,Eredivisie,€1.80m,France,https://www.transfermarkt.com/edouard-michut/profil/spieler/659521
Ryan Fosso,"Jun 17, 2002 (23)",Central Midfield,Fortuna Sittard,Eredivisie,€1.50m,Switzerland / Cameroon,https://www.transfermarkt.com/ryan-fosso/profil/spieler/620832
Samuel Bastien,"Sep 26, 1996 (28)",Central Midfield,Fortuna Sittard,Eredivisie,€650k,DR Congo / Belgium,https://www.transfermarkt.com/samuel-bastien/profil/spieler/289510
Hasip Korkmazyürek,"May 1, 2003 (22)",Central Midfield,Fortuna Sittard,Eredivisie,-,Türkiye / Germany,https://www.transfermarkt.com/hasip-korkmazyurek/profil/spieler/835546
Ezequiel Bullaude,"Oct 26, 2000 (24)",Attacking Midfield,Fortuna Sittard,Eredivisie,€2.50m,Argentina / Italy,https://www.transfermarkt.com/ezequiel-bullaude/profil/spieler/627068
Alen Halilovic,"Jun 18, 1996 (29)",Attacking Midfield,Fortuna Sittard,Eredivisie,€1.00m,Croatia,https://www.transfermarkt.com/alen-halilovic/profil/spieler/226074
Luka Tunjic,"Nov 19, 2005 (19)",Attacking Midfield,Fortuna Sittard,Eredivisie,€450k,Croatia / Germany,https://www.transfermarkt.com/luka-tunjic/profil/spieler/915445
Kristoffer Peterson,"Nov 28, 1994 (30)",Left Winger,Fortuna Sittard,Eredivisie,€800k,Sweden,https://www.transfermarkt.com/kristoffer-peterson/profil/spieler/186704
Makan Aïko,"Jan 7, 2001 (24)",Left Winger,Fortuna Sittard,Eredivisie,€600k,France / Cote d'Ivoire,https://www.transfermarkt.com/makan-aiko/profil/spieler/813152
Úmaro Embaló,"May 6, 2001 (24)",Right Winger,Fortuna Sittard,Eredivisie,€700k,Portugal / Guinea-Bissau,https://www.transfermarkt.com/umaro-embalo/profil/spieler/409886
Josip Mitrovic,"Jun 11, 2000 (25)",Right Winger,Fortuna Sittard,Eredivisie,€500k,Croatia,https://www.transfermarkt.com/josip-mitrovic/profil/spieler/464332
Milan Robberechts,"Mar 4, 2004 (21)",Right Winger,Fortuna Sittard,Eredivisie,€300k,Belgium,https://www.transfermarkt.com/milan-robberechts/profil/spieler/913022
Kaj Sierhuis,"Apr 27, 1998 (27)",Centre-Forward,Fortuna Sittard,Eredivisie,€1.30m,Netherlands,https://www.transfermarkt.com/kaj-sierhuis/profil/spieler/315283
Bojan Radulović,"Dec 29, 1999 (25)",Centre-Forward,Fortuna Sittard,Eredivisie,€800k,Serbia / Spain,https://www.transfermarkt.com/bojan-radulovic/profil/spieler/516407
Alessio da Cruz,"Jan 18, 1997 (28)",Centre-Forward,Fortuna Sittard,Eredivisie,€600k,Cape Verde / Netherlands,https://www.transfermarkt.com/alessio-da-cruz/profil/spieler/337670
Ante Erceg,"Dec 12, 1989 (35)",Centre-Forward,Fortuna Sittard,Eredivisie,€100k,Croatia,https://www.transfermarkt.com/ante-erceg/profil/spieler/131303
Onur Demir,"Aug 23, 2002 (22)",Centre-Forward,Fortuna Sittard,Eredivisie,€25k,Türkiye / Netherlands,https://www.transfermarkt.com/onur-demir/profil/spieler/614630
Owen Johnson,"Aug 3, 2005 (19)",Striker,Fortuna Sittard,Eredivisie,-,Netherlands,https://www.transfermarkt.com/owen-johnson/profil/spieler/1190921
Sjors-Lowis Hermsen,"Jun 12, 2007 (18)",Striker,Fortuna Sittard,Eredivisie,-,Netherlands,https://www.transfermarkt.com/sjors-lowis-hermsen/profil/spieler/1264305
Diant Ramaj,"Sep 19, 2001 (23)",Goalkeeper,Ajax Amsterdam,Eredivisie,€7.00m,Germany / Kosovo,https://www.transfermarkt.com/diant-ramaj/profil/spieler/448705
Matheus,"Mar 29, 1992 (33)",Goalkeeper,Ajax Amsterdam,Eredivisie,€2.50m,Brazil / Portugal,https://www.transfermarkt.com/matheus/profil/spieler/177547
Jay Gorter,"May 30, 2000 (25)",Goalkeeper,Ajax Amsterdam,Eredivisie,€900k,Netherlands,https://www.transfermarkt.com/jay-gorter/profil/spieler/480453
Charlie Setford,"May 11, 2004 (21)",Goalkeeper,Ajax Amsterdam,Eredivisie,€400k,England / Netherlands,https://www.transfermarkt.com/charlie-setford/profil/spieler/635129
Paul Reverson,"Jun 20, 2005 (20)",Goalkeeper,Ajax Amsterdam,Eredivisie,€350k,Ghana / Netherlands,https://www.transfermarkt.com/paul-reverson/profil/spieler/1015401
Remko Pasveer,"Nov 8, 1983 (41)",Goalkeeper,Ajax Amsterdam,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/remko-pasveer/profil/spieler/25520
Josip Sutalo,"Feb 28, 2000 (25)",Centre-Back,Ajax Amsterdam,Eredivisie,€24.00m,Croatia,https://www.transfermarkt.com/josip-sutalo/profil/spieler/371001
Youri Baas,"Mar 17, 2003 (22)",Centre-Back,Ajax Amsterdam,Eredivisie,€12.00m,Netherlands,https://www.transfermarkt.com/youri-baas/profil/spieler/559327
Ahmetcan Kaplan,"Jan 16, 2003 (22)",Centre-Back,Ajax Amsterdam,Eredivisie,€5.00m,Türkiye,https://www.transfermarkt.com/ahmetcan-kaplan/profil/spieler/662131
Daniele Rugani,"Jul 29, 1994 (30)",Centre-Back,Ajax Amsterdam,Eredivisie,€3.00m,Italy,https://www.transfermarkt.com/daniele-rugani/profil/spieler/162959
Jakov Medic,"Sep 7, 1998 (26)",Centre-Back,Ajax Amsterdam,Eredivisie,€2.00m,Croatia,https://www.transfermarkt.com/jakov-medic/profil/spieler/488755
Dies Janse,"Jan 17, 2006 (19)",Centre-Back,Ajax Amsterdam,Eredivisie,€900k,Netherlands,https://www.transfermarkt.com/dies-janse/profil/spieler/765743
Nick Verschuren,"Jan 13, 2005 (20)",Centre-Back,Ajax Amsterdam,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/nick-verschuren/profil/spieler/891835
Aaron Bouwman,"Aug 28, 2007 (17)",Centre-Back,Ajax Amsterdam,Eredivisie,€350k,Netherlands / England,https://www.transfermarkt.com/aaron-bouwman/profil/spieler/987366
Precious Ugwu,"Feb 8, 2006 (19)",Centre-Back,Ajax Amsterdam,Eredivisie,€325k,Netherlands / Germany,https://www.transfermarkt.com/precious-ugwu/profil/spieler/936006
Jorrel Hato,"Mar 7, 2006 (19)",Left-Back,Ajax Amsterdam,Eredivisie,€35.00m,Netherlands / Curacao,https://www.transfermarkt.com/jorrel-hato/profil/spieler/904802
Owen Wijndal,"Nov 28, 1999 (25)",Left-Back,Ajax Amsterdam,Eredivisie,€3.50m,Netherlands / Suriname,https://www.transfermarkt.com/owen-wijndal/profil/spieler/339328
Lucas Jetten,"Jun 7, 2007 (18)",Left-Back,Ajax Amsterdam,Eredivisie,€700k,Netherlands / South Africa,https://www.transfermarkt.com/lucas-jetten/profil/spieler/987355
Devyne Rensch,"Jan 18, 2003 (22)",Right-Back,Ajax Amsterdam,Eredivisie,€10.00m,Netherlands / Suriname,https://www.transfermarkt.com/devyne-rensch/profil/spieler/557407
Anton Gaaei,"Nov 19, 2002 (22)",Right-Back,Ajax Amsterdam,Eredivisie,€7.00m,Denmark,https://www.transfermarkt.com/anton-gaaei/profil/spieler/701055
Lucas Rosa,"Apr 3, 2000 (25)",Right-Back,Ajax Amsterdam,Eredivisie,€3.00m,Brazil / Italy,https://www.transfermarkt.com/lucas-rosa/profil/spieler/468309
Gerald Alders,"May 7, 2005 (20)",Right-Back,Ajax Amsterdam,Eredivisie,€275k,Netherlands / Namibia,https://www.transfermarkt.com/gerald-alders/profil/spieler/891854
Jorthy Mokio,"Feb 29, 2008 (17)",Defensive Midfield,Ajax Amsterdam,Eredivisie,€8.00m,Belgium / DR Congo,https://www.transfermarkt.com/jorthy-mokio/profil/spieler/1105532
Sivert Mannsverk,"May 8, 2002 (23)",Defensive Midfield,Ajax Amsterdam,Eredivisie,€4.00m,Norway,https://www.transfermarkt.com/sivert-mannsverk/profil/spieler/510310
Jordan Henderson,"Jun 17, 1990 (35)",Defensive Midfield,Ajax Amsterdam,Eredivisie,€2.50m,England,https://www.transfermarkt.com/jordan-henderson/profil/spieler/61651
Kenneth Taylor,"May 16, 2002 (23)",Central Midfield,Ajax Amsterdam,Eredivisie,€28.00m,Netherlands,https://www.transfermarkt.com/kenneth-taylor/profil/spieler/470394
Youri Regeer,"Aug 18, 2003 (21)",Central Midfield,Ajax Amsterdam,Eredivisie,€6.00m,Netherlands,https://www.transfermarkt.com/youri-regeer/profil/spieler/559324
Kian Fitz-Jim,"Jul 5, 2003 (21)",Central Midfield,Ajax Amsterdam,Eredivisie,€5.00m,Netherlands / Suriname,https://www.transfermarkt.com/kian-fitz-jim/profil/spieler/559333
Davy Klaassen,"Feb 21, 1993 (32)",Central Midfield,Ajax Amsterdam,Eredivisie,€3.50m,Netherlands,https://www.transfermarkt.com/davy-klaassen/profil/spieler/182932
Branco van den Boomen,"Jul 21, 1995 (29)",Central Midfield,Ajax Amsterdam,Eredivisie,€3.50m,Netherlands,https://www.transfermarkt.com/branco-van-den-boomen/profil/spieler/203938
Benjamin Tahirović,"Mar 3, 2003 (22)",Central Midfield,Ajax Amsterdam,Eredivisie,€3.00m,Bosnia-Herzegovina / Sweden,https://www.transfermarkt.com/benjamin-tahirovic/profil/spieler/787907
Sean Steur,"Jan 11, 2008 (17)",Central Midfield,Ajax Amsterdam,Eredivisie,€700k,Netherlands,https://www.transfermarkt.com/sean-steur/profil/spieler/1111063
Kristian Hlynsson,"Jan 23, 2004 (21)",Attacking Midfield,Ajax Amsterdam,Eredivisie,€4.00m,Iceland,https://www.transfermarkt.com/kristian-hlynsson/profil/spieler/694186
Steven Bergwijn,"Oct 8, 1997 (27)",Left Winger,Ajax Amsterdam,Eredivisie,€14.00m,Netherlands / Suriname,https://www.transfermarkt.com/steven-bergwijn/profil/spieler/284165
Mika Godts,"Jun 7, 2005 (20)",Left Winger,Ajax Amsterdam,Eredivisie,€10.00m,Belgium,https://www.transfermarkt.com/mika-godts/profil/spieler/748804
Carlos Forbs,"Mar 19, 2004 (21)",Left Winger,Ajax Amsterdam,Eredivisie,€8.00m,Portugal / Guinea-Bissau,https://www.transfermarkt.com/carlos-forbs/profil/spieler/742451
Oliver Edvardsen,"Mar 19, 1999 (26)",Left Winger,Ajax Amsterdam,Eredivisie,€5.00m,Norway,https://www.transfermarkt.com/oliver-edvardsen/profil/spieler/374326
Jaydon Banel,"Oct 19, 2004 (20)",Left Winger,Ajax Amsterdam,Eredivisie,€1.00m,Netherlands / Suriname,https://www.transfermarkt.com/jaydon-banel/profil/spieler/706889
Rayane Bounida,"Mar 3, 2006 (19)",Left Winger,Ajax Amsterdam,Eredivisie,€800k,Belgium / Morocco,https://www.transfermarkt.com/rayane-bounida/profil/spieler/598491
Amourricho Van Axel-Dongen,"Sep 29, 2004 (20)",Left Winger,Ajax Amsterdam,Eredivisie,€400k,Netherlands / Suriname,https://www.transfermarkt.com/amourricho-van-axel-dongen/profil/spieler/704773
Bertrand Traoré,"Sep 6, 1995 (29)",Right Winger,Ajax Amsterdam,Eredivisie,€8.00m,Burkina Faso,https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996
Steven Berghuis,"Dec 19, 1991 (33)",Right Winger,Ajax Amsterdam,Eredivisie,€3.50m,Netherlands,https://www.transfermarkt.com/steven-berghuis/profil/spieler/129554
Christian Rasmussen,"Jan 19, 2003 (22)",Right Winger,Ajax Amsterdam,Eredivisie,€1.50m,Denmark,https://www.transfermarkt.com/christian-rasmussen/profil/spieler/610429
Jan Faberski,"Apr 22, 2006 (19)",Right Winger,Ajax Amsterdam,Eredivisie,€700k,Poland,https://www.transfermarkt.com/jan-faberski/profil/spieler/949480
Brian Brobbey,"Feb 1, 2002 (23)",Centre-Forward,Ajax Amsterdam,Eredivisie,€22.00m,Netherlands / Ghana,https://www.transfermarkt.com/brian-brobbey/profil/spieler/473169
Chuba Akpom,"Oct 9, 1995 (29)",Centre-Forward,Ajax Amsterdam,Eredivisie,€7.00m,England / Nigeria,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642
Wout Weghorst,"Aug 7, 1992 (32)",Centre-Forward,Ajax Amsterdam,Eredivisie,€4.00m,Netherlands,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645
Don-Angelo Konadu,"May 3, 2006 (19)",Centre-Forward,Ajax Amsterdam,Eredivisie,€800k,Netherlands / Ghana,https://www.transfermarkt.com/don-angelo-konadu/profil/spieler/981693
Julian Rijkhoff,"Jan 25, 2005 (20)",Centre-Forward,Ajax Amsterdam,Eredivisie,€650k,Netherlands,https://www.transfermarkt.com/julian-rijkhoff/profil/spieler/720799
Kayne van Oevelen,"Aug 7, 2003 (21)",Goalkeeper,FC Volendam,Eredivisie,€700k,Netherlands,https://www.transfermarkt.com/kayne-van-oevelen/profil/spieler/790669
Barry Lauwers,"Nov 29, 1999 (25)",Goalkeeper,FC Volendam,Eredivisie,€150k,Netherlands,https://www.transfermarkt.com/barry-lauwers/profil/spieler/434861
Khadim Ngom,"Aug 5, 2005 (19)",Goalkeeper,FC Volendam,Eredivisie,€25k,Netherlands / Senegal,https://www.transfermarkt.com/khadim-ngom/profil/spieler/1146761
Yaell Samson,"Apr 3, 2006 (19)",Goalkeeper,FC Volendam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/yaell-samson/profil/spieler/992881
Xavier Mbuyamba,"Dec 31, 2001 (23)",Centre-Back,FC Volendam,Eredivisie,€1.00m,Netherlands / DR Congo,https://www.transfermarkt.com/xavier-mbuyamba/profil/spieler/640432
Benaissa Benamar,"Apr 8, 1997 (28)",Centre-Back,FC Volendam,Eredivisie,€500k,Morocco / Netherlands,https://www.transfermarkt.com/benaissa-benamar/profil/spieler/387199
Mawouna Amevor,"Dec 16, 1991 (33)",Centre-Back,FC Volendam,Eredivisie,€225k,Togo / Netherlands,https://www.transfermarkt.com/mawouna-amevor/profil/spieler/170720
Daan Steur,"Aug 6, 2002 (22)",Centre-Back,FC Volendam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/daan-steur/profil/spieler/612757
Luca Blondeau,"Feb 11, 2006 (19)",Centre-Back,FC Volendam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/luca-blondeau/profil/spieler/1175045
Nash Bijnoe,"Mar 30, 2005 (20)",Centre-Back,FC Volendam,Eredivisie,-,Netherlands / Suriname,https://www.transfermarkt.com/nash-bijnoe/profil/spieler/891834
Yannick Leliendal,"Apr 23, 2002 (23)",Left-Back,FC Volendam,Eredivisie,€750k,Suriname / Netherlands,https://www.transfermarkt.com/yannick-leliendal/profil/spieler/541020
Deron Payne,"Sep 25, 2002 (22)",Right-Back,FC Volendam,Eredivisie,€650k,Netherlands / United States,https://www.transfermarkt.com/deron-payne/profil/spieler/790411
Gladwin Curiel,"Mar 24, 2002 (23)",Right-Back,FC Volendam,Eredivisie,€200k,Netherlands / Curacao,https://www.transfermarkt.com/gladwin-curiel/profil/spieler/779750
Daniël Beukers,"Jan 28, 2004 (21)",Right-Back,FC Volendam,Eredivisie,€100k,Netherlands,https://www.transfermarkt.com/daniel-beukers/profil/spieler/670779
Alex Plat,"Feb 4, 1998 (27)",Defensive Midfield,FC Volendam,Eredivisie,€500k,Netherlands,https://www.transfermarkt.com/alex-plat/profil/spieler/410719
Silvinho Esajas,"Jul 8, 2002 (22)",Defensive Midfield,FC Volendam,Eredivisie,€250k,Suriname / Netherlands,https://www.transfermarkt.com/silvinho-esajas/profil/spieler/710999
Vurnon Anita,"Apr 4, 1989 (36)",Defensive Midfield,FC Volendam,Eredivisie,€150k,Curacao / Netherlands,https://www.transfermarkt.com/vurnon-anita/profil/spieler/30670
Anass Bouziane,"Dec 22, 2006 (18)",Midfielder,FC Volendam,Eredivisie,€25k,Netherlands,https://www.transfermarkt.com/anass-bouziane/profil/spieler/1196804
Jamie Jacobs,"Dec 3, 1997 (27)",Central Midfield,FC Volendam,Eredivisie,€400k,Netherlands,https://www.transfermarkt.com/jamie-jacobs/profil/spieler/410735
Milan de Haan,"Nov 20, 2003 (21)",Central Midfield,FC Volendam,Eredivisie,€350k,Netherlands,https://www.transfermarkt.com/milan-de-haan/profil/spieler/765468
Nordin Bukala,"Sep 18, 2005 (19)",Central Midfield,FC Volendam,Eredivisie,€275k,Netherlands / Morocco,https://www.transfermarkt.com/nordin-bukala/profil/spieler/940095
Imran Nazih,"Jan 25, 2006 (19)",Central Midfield,FC Volendam,Eredivisie,€100k,Morocco / Netherlands,https://www.transfermarkt.com/imran-nazih/profil/spieler/929347
Myron Mau-Asam,"Apr 1, 2004 (21)",Central Midfield,FC Volendam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/myron-mau-asam/profil/spieler/928359
Mika van der Horst,"May 11, 2005 (20)",Central Midfield,FC Volendam,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/mika-van-der-horst/profil/spieler/1055234
Jerson Cabral,"Jan 3, 1991 (34)",Left Winger,FC Volendam,Eredivisie,€50k,Cape Verde / Netherlands,https://www.transfermarkt.com/jerson-cabral/profil/spieler/126413
Key-Shawn Wong-A-Soij,"Oct 1, 2006 (18)",Left Winger,FC Volendam,Eredivisie,-,Netherlands,https://www.transfermarkt.com/key-shawn-wong-a-soij/profil/spieler/1055235
Bilal Ould-Chikh,"Jul 28, 1997 (27)",Right Winger,FC Volendam,Eredivisie,€900k,Morocco / Netherlands,https://www.transfermarkt.com/bilal-ould-chikh/profil/spieler/241324
Brandley Kuwas,"Sep 19, 1992 (32)",Right Winger,FC Volendam,Eredivisie,€300k,Curacao / Netherlands,https://www.transfermarkt.com/brandley-kuwas/profil/spieler/232219
Aurelio Oehlers,"Feb 5, 2004 (21)",Right Winger,FC Volendam,Eredivisie,€300k,Netherlands / Suriname,https://www.transfermarkt.com/aurelio-oehlers/profil/spieler/654902
Caner Demircioglu,"Jul 30, 2002 (22)",Right Winger,FC Volendam,Eredivisie,€50k,Netherlands,https://www.transfermarkt.com/caner-demircioglu/profil/spieler/895302
Henk Veerman,"Feb 26, 1991 (34)",Centre-Forward,FC Volendam,Eredivisie,€350k,Netherlands,https://www.transfermarkt.com/henk-veerman/profil/spieler/271743
Robert Mühren,"May 18, 1989 (36)",Centre-Forward,FC Volendam,Eredivisie,€250k,Netherlands,https://www.transfermarkt.com/robert-muhren/profil/spieler/186763
Elvis Manu,"Aug 13, 1993 (31)",Centre-Forward,FC Volendam,Eredivisie,€225k,Netherlands / Ghana,https://www.transfermarkt.com/elvis-manu/profil/spieler/198070
Quincy Hoeve,"Apr 3, 2003 (22)",Centre-Forward,FC Volendam,Eredivisie,€100k,Bonaire / Netherlands,https://www.transfermarkt.com/quincy-hoeve/profil/spieler/702834
Koen Blommestijn,"Oct 14, 1999 (25)",Centre-Forward,FC Volendam,Eredivisie,€100k,Netherlands,https://www.transfermarkt.com/koen-blommestijn/profil/spieler/727531
Mauro Zijlstra,"Nov 9, 2004 (20)",Centre-Forward,FC Volendam,Eredivisie,€75k,Netherlands,https://www.transfermarkt.com/mauro-zijlstra/profil/spieler/935250
